train_acc,train_loss,valid_acc,valid_loss
64.89769820971867,0.9984353248344358,82.18550955414013,0.518208575286683
84.0712915601023,0.45754173314175034,87.89808917197452,0.3457371677942337
89.12044437340154,0.31722703709474304,90.25676751592357,0.2795240758520782
91.8837915601023,0.23633114139899572,91.2718949044586,0.2575555624096257
93.76398657289002,0.1840753748112589,91.83917197452229,0.24241371127735278
94.70907928388746,0.1499678368496773,92.32683121019109,0.22615350047304372
95.57025255754476,0.1271917214974418,92.13773885350318,0.23754164128071942
96.37947570332481,0.10215606512096913,93.09315286624204,0.22963839494119023
96.8630115089514,0.09202464810951287,93.17277070063695,0.22881961739651716
97.18869884910485,0.08068400201723551,92.92396496815287,0.230883635390716
97.57033248081841,0.06910748198292578,92.7547770700637,0.23698954642483383
97.75015984654732,0.06498654431942136,92.98367834394904,0.2312082493926879
98.02389705882354,0.058549138930235584,93.38176751592357,0.22360097976686183
98.14378196930946,0.05430636553348654,93.57085987261146,0.2212869963685798
98.16176470588235,0.05344655776239784,93.49124203821655,0.23069061578553954
