train_acc,train_loss,valid_acc,valid_loss
30.958280051150894,1.859022054983222,40.17714968152866,1.6154356572278745
44.06969309462916,1.5199532636900996,47.29299363057325,1.4232646272440626
50.79323849104859,1.3508484873472881,52.42834394904459,1.3023557404803623
56.66959718670077,1.203838736809733,57.94187898089172,1.1711326389555718
61.614849744245525,1.0661155467905352,61.82324840764331,1.0787386214657195
66.22242647058823,0.9488554761156707,64.71934713375796,0.9866175727479777
70.27253836317135,0.8374147406776847,66.85907643312102,0.937222072273303
74.07688618925832,0.7374084993167911,68.859474522293,0.8972928911257702
77.36373081841433,0.6442652810031496,72.49203821656052,0.803452067694087
80.44677109974424,0.5617262140640518,71.73566878980891,0.8518460453695552
82.67663043478261,0.48926321596212097,73.48726114649682,0.8000073710064979
85.10629795396419,0.42575547241074657,73.82563694267516,0.8194822604489175
87.45804028132993,0.36078944525031176,75.35828025477707,0.7704990181573637
88.73881074168798,0.3238670633214971,76.00517515923566,0.7786999143612613
91.0406010230179,0.2627033255946682,76.62221337579618,0.7941073722140805
